Boylam;Enlem;PGA_2%;PGA_10%;PGA_50%;PGA_68%;SS_2%;SS_10%;SS_50%;SS_68%;S1_2%;S1_10%;S1_50%;S1_68%;PGV_2%;PGV_10%;PGV_50%;PGV_68%
32.25;42.15;0.694;0.236;0.045;0.028;1.677;0.546;0.1;0.061;0.452;0.157;0.043;0.027;44.801;14.629;3.538;2.223
32.25;42.25;0.759;0.251;0.04;0.025;1.834;0.577;0.088;0.055;0.464;0.159;0.04;0.024;45.752;15.262;3.241;2.035
32.25;42.35;0.532;0.191;0.035;0.022;1.294;0.438;0.077;0.047;0.335;0.132;0.036;0.022;31.998;11.99;2.929;1.818
32.25;42.45;0.337;0.135;0.03;0.019;0.811;0.307;0.065;0.04;0.243;0.109;0.032;0.019;21.442;9.355;2.607;1.571
32.25;42.55;0.235;0.1;0.025;0.016;0.557;0.223;0.054;0.034;0.197;0.093;0.028;0.016;16.343;7.664;2.204;1.323
32.25;42.65;0.176;0.077;0.02;0.013;0.409;0.171;0.043;0.027;0.164;0.077;0.021;0.012;13.171;6.174;1.712;1.009
32.35;34.35;0.635;0.354;0.14;0.099;1.464;0.795;0.297;0.208;0.396;0.206;0.07;0.046;22.913;10.88;3.815;2.731
32.35;34.45;0.79;0.425;0.157;0.108;1.8;0.942;0.328;0.225;0.488;0.244;0.078;0.051;28.284;12.491;4.103;2.909
32.35;34.55;0.856;0.46;0.166;0.114;1.985;1.03;0.349;0.236;0.525;0.263;0.083;0.054;35.679;14.406;4.351;3.059
32.35;34.65;0.814;0.443;0.166;0.114;1.889;0.995;0.35;0.239;0.491;0.251;0.083;0.054;36.391;15.243;4.517;3.156
32.35;34.75;0.727;0.408;0.16;0.112;1.691;0.911;0.339;0.235;0.441;0.231;0.08;0.054;32.829;14.922;4.601;3.207
32.35;34.85;0.65;0.371;0.152;0.109;1.513;0.83;0.324;0.229;0.4;0.213;0.077;0.053;29.258;14.101;4.619;3.228
32.35;34.95;0.593;0.338;0.144;0.104;1.357;0.755;0.307;0.22;0.364;0.196;0.074;0.051;26.261;13.14;4.556;3.202
32.35;35.05;0.552;0.313;0.134;0.099;1.245;0.689;0.29;0.211;0.338;0.182;0.071;0.049;24.228;12.393;4.479;3.168
32.35;35.15;0.531;0.298;0.127;0.094;1.191;0.65;0.275;0.204;0.322;0.173;0.068;0.048;23.18;11.978;4.42;3.136
32.35;35.25;0.517;0.287;0.121;0.089;1.153;0.621;0.26;0.193;0.312;0.166;0.065;0.046;22.701;11.765;4.352;3.086
32.35;35.35;0.509;0.277;0.115;0.085;1.13;0.6;0.247;0.182;0.308;0.162;0.063;0.045;22.764;11.775;4.28;3.017
32.35;35.45;0.515;0.276;0.111;0.081;1.154;0.597;0.237;0.173;0.315;0.163;0.061;0.043;24.466;12.284;4.2;2.938
32.35;35.55;0.635;0.302;0.109;0.079;1.453;0.651;0.23;0.166;0.373;0.173;0.06;0.042;33.387;13.941;4.131;2.867
32.35;35.65;0.623;0.294;0.104;0.075;1.42;0.633;0.22;0.159;0.356;0.167;0.058;0.04;31.924;13.639;4.018;2.792
32.35;35.75;0.487;0.252;0.098;0.071;1.092;0.546;0.208;0.152;0.293;0.148;0.055;0.039;23.121;11.444;3.865;2.714
32.35;35.85;0.442;0.23;0.091;0.067;0.97;0.493;0.195;0.145;0.267;0.137;0.053;0.037;20.225;10.306;3.697;2.611
32.35;35.95;0.424;0.218;0.086;0.063;0.922;0.464;0.184;0.136;0.253;0.129;0.05;0.035;18.932;9.602;3.528;2.512
32.35;36.05;0.409;0.209;0.083;0.061;0.887;0.444;0.176;0.13;0.242;0.123;0.047;0.034;18.12;9.178;3.411;2.441
32.35;36.15;0.401;0.204;0.08;0.059;0.874;0.437;0.171;0.126;0.233;0.119;0.046;0.033;17.95;9.073;3.367;2.411
32.35;36.25;0.395;0.201;0.079;0.058;0.867;0.433;0.167;0.123;0.224;0.115;0.044;0.031;17.664;8.941;3.32;2.379
32.35;36.35;0.384;0.193;0.076;0.056;0.846;0.419;0.161;0.119;0.216;0.11;0.042;0.03;17.106;8.63;3.213;2.307
32.35;36.45;0.369;0.184;0.072;0.053;0.813;0.4;0.154;0.113;0.208;0.105;0.04;0.029;16.386;8.24;3.081;2.221
32.35;36.55;0.357;0.176;0.068;0.05;0.787;0.383;0.147;0.108;0.2;0.101;0.038;0.027;15.801;7.912;2.962;2.14
32.35;36.65;0.353;0.172;0.064;0.047;0.781;0.374;0.14;0.103;0.193;0.096;0.036;0.026;15.54;7.705;2.86;2.066
32.35;36.75;0.343;0.165;0.061;0.044;0.756;0.358;0.132;0.097;0.187;0.092;0.034;0.024;15.206;7.433;2.749;1.99
32.35;36.85;0.328;0.157;0.058;0.042;0.72;0.34;0.125;0.091;0.18;0.089;0.033;0.023;14.675;7.11;2.634;1.924
32.35;36.95;0.317;0.152;0.055;0.04;0.699;0.329;0.119;0.087;0.174;0.086;0.032;0.023;14.28;6.896;2.546;1.859
32.35;37.05;0.313;0.149;0.054;0.039;0.694;0.324;0.115;0.084;0.169;0.083;0.031;0.022;14.139;6.787;2.487;1.811
32.35;37.15;0.297;0.142;0.051;0.037;0.66;0.31;0.111;0.081;0.162;0.08;0.03;0.022;13.516;6.552;2.429;1.772
32.35;37.25;0.286;0.136;0.049;0.036;0.637;0.299;0.107;0.078;0.156;0.078;0.029;0.021;13.087;6.375;2.389;1.746
32.35;37.35;0.281;0.133;0.047;0.034;0.631;0.294;0.105;0.076;0.152;0.076;0.029;0.021;12.954;6.325;2.384;1.742
32.35;37.45;0.28;0.132;0.047;0.034;0.634;0.295;0.104;0.075;0.15;0.075;0.029;0.021;12.998;6.356;2.396;1.747
32.35;37.55;0.282;0.133;0.046;0.033;0.643;0.299;0.104;0.075;0.149;0.075;0.028;0.021;13.185;6.455;2.429;1.766
32.35;37.65;0.286;0.135;0.047;0.033;0.659;0.306;0.105;0.075;0.149;0.075;0.029;0.021;13.531;6.638;2.494;1.808
32.35;37.75;0.294;0.138;0.047;0.033;0.684;0.316;0.107;0.076;0.152;0.077;0.029;0.021;14.182;6.887;2.579;1.865
32.35;37.85;0.302;0.142;0.048;0.034;0.708;0.325;0.109;0.076;0.156;0.078;0.029;0.021;14.769;7.125;2.673;1.927
32.35;37.95;0.301;0.144;0.049;0.034;0.711;0.331;0.111;0.078;0.155;0.079;0.03;0.021;14.826;7.316;2.746;1.97
32.35;38.05;0.299;0.145;0.05;0.035;0.71;0.336;0.113;0.079;0.155;0.08;0.03;0.022;14.8;7.454;2.816;2.016
32.35;38.15;0.298;0.145;0.05;0.035;0.709;0.337;0.114;0.08;0.155;0.08;0.031;0.022;14.802;7.527;2.87;2.056
32.35;38.25;0.298;0.145;0.051;0.035;0.71;0.339;0.116;0.081;0.155;0.08;0.031;0.022;14.846;7.578;2.912;2.09
32.35;38.35;0.297;0.145;0.051;0.036;0.709;0.339;0.117;0.082;0.155;0.08;0.031;0.022;14.853;7.602;2.947;2.123
32.35;38.45;0.299;0.147;0.052;0.036;0.717;0.343;0.119;0.083;0.155;0.081;0.031;0.023;15.029;7.674;2.985;2.157
32.35;38.55;0.315;0.152;0.053;0.037;0.755;0.357;0.121;0.084;0.16;0.082;0.032;0.023;15.779;7.905;3.038;2.197
32.35;38.65;0.326;0.158;0.054;0.038;0.787;0.372;0.123;0.085;0.167;0.084;0.032;0.023;16.642;8.192;3.079;2.224
32.35;38.75;0.35;0.167;0.054;0.038;0.841;0.392;0.125;0.086;0.181;0.087;0.032;0.023;18.357;8.625;3.1;2.232
32.35;38.85;0.404;0.178;0.054;0.037;0.957;0.414;0.124;0.085;0.21;0.091;0.032;0.023;21.912;9.148;3.103;2.231
32.35;38.95;0.416;0.177;0.054;0.037;0.982;0.412;0.122;0.084;0.22;0.092;0.032;0.023;22.972;9.156;3.093;2.229
32.35;39.05;0.369;0.168;0.053;0.037;0.876;0.392;0.121;0.083;0.203;0.097;0.037;0.027;20.226;9.191;3.369;2.45
32.35;39.15;0.359;0.164;0.053;0.037;0.851;0.38;0.119;0.083;0.199;0.097;0.038;0.028;19.531;9.054;3.419;2.503
32.35;39.25;0.357;0.162;0.052;0.037;0.845;0.375;0.118;0.082;0.199;0.099;0.039;0.028;19.401;9.06;3.482;2.564
32.35;39.35;0.353;0.16;0.052;0.037;0.836;0.369;0.117;0.082;0.204;0.104;0.041;0.03;19.481;9.343;3.687;2.712
32.35;39.45;0.341;0.154;0.052;0.037;0.807;0.356;0.116;0.082;0.203;0.106;0.043;0.031;18.994;9.377;3.796;2.775
32.35;39.55;0.321;0.147;0.051;0.037;0.754;0.338;0.114;0.082;0.199;0.108;0.044;0.032;18.068;9.338;3.866;2.827
32.35;39.65;0.293;0.138;0.051;0.037;0.685;0.317;0.113;0.082;0.195;0.109;0.046;0.033;17.069;9.273;3.93;2.876
32.35;39.75;0.275;0.132;0.051;0.038;0.642;0.303;0.113;0.082;0.196;0.112;0.047;0.034;16.712;9.34;4.012;2.936
32.35;39.85;0.265;0.13;0.052;0.038;0.62;0.298;0.115;0.084;0.202;0.115;0.049;0.035;16.894;9.578;4.127;3.016
32.35;39.95;0.261;0.131;0.054;0.04;0.611;0.3;0.118;0.087;0.21;0.12;0.052;0.037;17.42;9.974;4.282;3.121
32.35;40.05;0.262;0.135;0.056;0.041;0.615;0.31;0.125;0.091;0.221;0.127;0.054;0.039;18.275;10.514;4.495;3.264
32.35;40.15;0.271;0.144;0.06;0.044;0.637;0.331;0.136;0.099;0.237;0.137;0.057;0.04;19.599;11.232;4.809;3.468
32.35;40.25;0.295;0.16;0.067;0.049;0.7;0.371;0.151;0.108;0.261;0.149;0.061;0.042;21.63;12.36;5.279;3.758
32.35;40.35;0.381;0.191;0.077;0.055;0.905;0.443;0.171;0.121;0.314;0.17;0.067;0.046;27.42;14.556;5.751;4.015
32.35;40.45;0.415;0.224;0.09;0.063;1.001;0.528;0.207;0.144;0.348;0.193;0.075;0.051;29.866;16.502;6.522;4.446
32.35;40.55;0.472;0.281;0.115;0.079;1.165;0.664;0.264;0.179;0.414;0.227;0.086;0.057;34.848;19.869;7.854;5.281
32.35;40.65;0.704;0.42;0.167;0.111;1.763;1.013;0.39;0.252;0.57;0.308;0.108;0.067;49.282;28.125;10.556;6.576
32.35;40.75;1.053;0.627;0.256;0.152;2.672;1.525;0.592;0.346;0.806;0.436;0.145;0.08;79.436;46.252;15.144;8.167
32.35;40.85;1.158;0.69;0.308;0.167;2.942;1.678;0.705;0.381;0.879;0.476;0.169;0.085;111.115;64.647;18.076;8.741
32.35;40.95;0.896;0.543;0.214;0.136;2.281;1.316;0.491;0.311;0.698;0.382;0.126;0.076;60.968;35.245;12.719;7.663
32.35;41.05;0.608;0.356;0.146;0.097;1.523;0.858;0.332;0.221;0.501;0.272;0.1;0.063;42.348;23.906;9.245;5.943
32.35;41.15;0.519;0.284;0.111;0.076;1.273;0.673;0.254;0.17;0.417;0.224;0.084;0.055;34.819;19.281;7.58;5.007
32.35;41.25;0.451;0.241;0.094;0.063;1.103;0.573;0.214;0.146;0.357;0.194;0.076;0.05;29.468;16.358;6.511;4.366
32.35;41.35;0.423;0.221;0.084;0.056;1.022;0.522;0.193;0.127;0.32;0.174;0.069;0.046;26.232;14.732;5.912;4.007
32.35;41.45;0.422;0.217;0.079;0.052;1.015;0.508;0.18;0.117;0.297;0.162;0.064;0.043;24.578;13.735;5.567;3.781
32.35;41.55;0.433;0.22;0.076;0.049;1.041;0.515;0.173;0.11;0.281;0.155;0.061;0.041;23.852;13.187;5.341;3.531
32.35;41.65;0.446;0.225;0.075;0.046;1.074;0.529;0.169;0.104;0.272;0.149;0.058;0.039;23.655;12.907;5.111;3.318
32.35;41.75;0.455;0.229;0.072;0.043;1.096;0.537;0.163;0.097;0.266;0.145;0.056;0.037;23.68;12.714;4.855;3.121
32.35;41.85;0.446;0.22;0.066;0.04;1.069;0.514;0.151;0.089;0.262;0.14;0.053;0.034;23.433;12.319;4.539;2.914
32.35;41.95;0.364;0.187;0.058;0.036;0.883;0.437;0.132;0.08;0.252;0.133;0.049;0.031;21.562;11.377;4.157;2.711
32.35;42.05;0.387;0.179;0.051;0.032;0.935;0.418;0.115;0.071;0.278;0.134;0.046;0.029;24.461;11.56;3.866;2.469
32.35;42.15;0.59;0.214;0.046;0.029;1.43;0.494;0.103;0.063;0.389;0.149;0.043;0.027;37.886;13.514;3.587;2.262
32.35;42.25;0.781;0.253;0.041;0.026;1.875;0.581;0.091;0.056;0.481;0.161;0.04;0.025;47.56;15.474;3.282;2.069
32.35;42.35;0.619;0.212;0.036;0.023;1.52;0.485;0.08;0.049;0.383;0.141;0.037;0.022;37.263;13.092;3.003;1.884
32.35;42.45;0.389;0.15;0.031;0.02;0.933;0.343;0.068;0.042;0.266;0.115;0.033;0.02;23.928;10.094;2.71;1.634
32.35;42.55;0.264;0.109;0.027;0.016;0.624;0.246;0.057;0.036;0.21;0.097;0.029;0.017;17.663;8.126;2.31;1.395
32.35;42.65;0.192;0.083;0.021;0.014;0.446;0.185;0.046;0.029;0.174;0.082;0.023;0.013;14.17;6.65;1.869;1.082
32.45;34.25;0.55;0.308;0.124;0.088;1.252;0.684;0.266;0.187;0.338;0.178;0.063;0.042;20.133;9.645;3.476;2.495
32.45;34.35;0.653;0.363;0.143;0.1;1.51;0.811;0.301;0.21;0.405;0.209;0.071;0.047;23.595;10.96;3.842;2.75
32.45;34.45;0.814;0.433;0.158;0.109;1.858;0.96;0.331;0.226;0.5;0.247;0.078;0.051;29.547;12.509;4.118;2.921
32.45;34.55;0.797;0.439;0.165;0.114;1.837;0.983;0.347;0.236;0.483;0.25;0.082;0.053;29.842;13.321;4.343;3.064
32.45;34.65;0.715;0.409;0.162;0.113;1.657;0.914;0.344;0.237;0.437;0.232;0.081;0.054;27.426;13.188;4.47;3.148
32.45;34.75;0.647;0.375;0.155;0.11;1.5;0.839;0.33;0.232;0.4;0.215;0.078;0.053;25.795;12.875;4.51;3.177
32.45;34.85;0.602;0.348;0.149;0.107;1.377;0.78;0.316;0.225;0.368;0.201;0.075;0.052;24.502;12.495;4.515;3.19
32.45;34.95;0.568;0.325;0.141;0.103;1.284;0.721;0.301;0.217;0.342;0.187;0.072;0.05;23.343;12.056;4.462;3.166
32.45;35.05;0.538;0.305;0.131;0.097;1.207;0.669;0.286;0.209;0.323;0.175;0.069;0.048;22.343;11.637;4.369;3.11
32.45;35.15;0.517;0.291;0.124;0.092;1.155;0.632;0.269;0.2;0.31;0.167;0.066;0.046;21.798;11.393;4.305;3.07
32.45;35.25;0.506;0.279;0.118;0.087;1.123;0.605;0.254;0.188;0.303;0.162;0.064;0.045;21.729;11.31;4.235;3.012
32.45;35.35;0.502;0.272;0.113;0.083;1.115;0.589;0.242;0.178;0.301;0.159;0.062;0.044;22.225;11.458;4.169;2.947
32.45;35.45;0.52;0.274;0.109;0.08;1.166;0.592;0.231;0.169;0.314;0.16;0.06;0.042;24.798;12.109;4.086;2.866
32.45;35.55;0.645;0.296;0.105;0.076;1.471;0.637;0.223;0.161;0.375;0.169;0.058;0.041;34.072;13.553;3.996;2.789
32.45;35.65;0.573;0.276;0.1;0.073;1.295;0.594;0.212;0.154;0.328;0.158;0.056;0.039;28.68;12.604;3.873;2.712
32.45;35.75;0.461;0.238;0.093;0.068;1.025;0.513;0.199;0.146;0.278;0.142;0.053;0.038;21.657;10.783;3.712;2.607
32.45;35.85;0.425;0.219;0.087;0.064;0.926;0.468;0.185;0.137;0.256;0.131;0.05;0.036;19.243;9.753;3.524;2.498
32.45;35.95;0.407;0.207;0.082;0.06;0.882;0.441;0.174;0.129;0.242;0.124;0.048;0.034;18.081;9.127;3.368;2.404
32.45;36.05;0.391;0.198;0.078;0.058;0.846;0.421;0.166;0.123;0.231;0.118;0.045;0.032;17.282;8.723;3.256;2.335
32.45;36.15;0.38;0.192;0.076;0.056;0.83;0.413;0.162;0.119;0.222;0.114;0.044;0.031;17.077;8.6;3.205;2.299
32.45;36.25;0.375;0.189;0.075;0.055;0.827;0.41;0.159;0.117;0.214;0.11;0.042;0.03;16.85;8.512;3.169;2.271
32.45;36.35;0.37;0.185;0.072;0.053;0.82;0.404;0.154;0.113;0.208;0.106;0.041;0.029;16.542;8.325;3.093;2.218
32.45;36.45;0.35;0.175;0.068;0.05;0.777;0.383;0.147;0.108;0.199;0.101;0.038;0.028;15.736;7.941;2.97;2.137
32.45;36.55;0.335;0.167;0.064;0.047;0.742;0.364;0.139;0.103;0.19;0.096;0.036;0.026;15.163;7.614;2.851;2.056
32.45;36.65;0.341;0.165;0.061;0.044;0.755;0.359;0.132;0.097;0.186;0.092;0.034;0.024;15.251;7.482;2.761;1.992
32.45;36.75;0.329;0.159;0.058;0.042;0.728;0.344;0.125;0.091;0.179;0.089;0.033;0.023;14.81;7.202;2.649;1.924
32.45;36.85;0.316;0.151;0.055;0.04;0.698;0.328;0.119;0.086;0.172;0.085;0.031;0.022;14.273;6.896;2.527;1.832
32.45;36.95;0.304;0.145;0.053;0.038;0.671;0.315;0.113;0.082;0.166;0.082;0.03;0.022;13.763;6.643;2.44;1.77
32.45;37.05;0.3;0.142;0.05;0.037;0.667;0.308;0.109;0.079;0.161;0.079;0.029;0.021;13.607;6.515;2.383;1.729
32.45;37.15;0.285;0.135;0.048;0.035;0.635;0.296;0.105;0.077;0.155;0.077;0.029;0.021;13.012;6.289;2.325;1.69
32.45;37.25;0.274;0.129;0.046;0.033;0.614;0.286;0.102;0.074;0.149;0.074;0.028;0.02;12.623;6.124;2.285;1.665
32.45;37.35;0.27;0.127;0.045;0.032;0.61;0.283;0.099;0.073;0.146;0.073;0.028;0.02;12.512;6.074;2.275;1.657
32.45;37.45;0.27;0.126;0.044;0.032;0.614;0.283;0.098;0.071;0.144;0.072;0.027;0.02;12.56;6.1;2.286;1.662
32.45;37.55;0.272;0.127;0.044;0.031;0.624;0.287;0.098;0.071;0.143;0.071;0.027;0.02;12.745;6.199;2.321;1.682
32.45;37.65;0.277;0.129;0.044;0.031;0.639;0.294;0.099;0.071;0.143;0.072;0.027;0.02;13.059;6.361;2.375;1.716
32.45;37.75;0.286;0.132;0.044;0.031;0.665;0.303;0.101;0.071;0.146;0.073;0.028;0.02;13.715;6.581;2.441;1.759
32.45;37.85;0.298;0.135;0.045;0.032;0.697;0.311;0.103;0.072;0.151;0.074;0.028;0.02;14.483;6.786;2.511;1.807
32.45;37.95;0.303;0.137;0.045;0.032;0.713;0.317;0.104;0.073;0.153;0.075;0.028;0.02;14.836;6.944;2.58;1.858
32.45;38.05;0.29;0.137;0.046;0.032;0.685;0.317;0.105;0.074;0.148;0.075;0.029;0.021;14.224;7.015;2.652;1.913
32.45;38.15;0.286;0.136;0.046;0.032;0.677;0.316;0.106;0.074;0.147;0.076;0.029;0.021;14.023;7.041;2.704;1.947
32.45;38.25;0.284;0.135;0.046;0.032;0.674;0.315;0.107;0.075;0.147;0.076;0.029;0.021;14.03;7.078;2.74;1.976
32.45;38.35;0.282;0.134;0.047;0.033;0.67;0.315;0.108;0.076;0.147;0.076;0.029;0.021;14.057;7.116;2.77;2.002
32.45;38.45;0.284;0.136;0.047;0.033;0.675;0.319;0.11;0.077;0.149;0.077;0.03;0.021;14.3;7.237;2.808;2.032
32.45;38.55;0.293;0.143;0.049;0.034;0.703;0.334;0.113;0.079;0.154;0.079;0.03;0.022;14.988;7.518;2.866;2.072
32.45;38.65;0.326;0.155;0.051;0.035;0.783;0.363;0.117;0.08;0.167;0.082;0.031;0.022;16.785;8.047;2.933;2.112
32.45;38.75;0.374;0.17;0.052;0.036;0.889;0.397;0.119;0.082;0.193;0.087;0.031;0.022;19.969;8.732;2.976;2.134
32.45;38.85;0.462;0.183;0.053;0.036;1.089;0.423;0.12;0.082;0.244;0.093;0.031;0.022;26.223;9.349;2.998;2.149
32.45;38.95;0.408;0.177;0.053;0.036;0.963;0.411;0.12;0.082;0.216;0.091;0.032;0.023;22.464;9.15;3.017;2.166
32.45;39.05;0.369;0.168;0.053;0.036;0.875;0.392;0.12;0.082;0.202;0.096;0.036;0.026;20.148;9.148;3.298;2.381
32.45;39.15;0.362;0.165;0.053;0.036;0.859;0.384;0.119;0.082;0.199;0.097;0.038;0.027;19.668;9.058;3.376;2.456
32.45;39.25;0.362;0.164;0.053;0.037;0.856;0.381;0.119;0.082;0.202;0.1;0.039;0.028;19.719;9.2;3.492;2.55
32.45;39.35;0.359;0.162;0.052;0.037;0.847;0.374;0.118;0.082;0.203;0.103;0.04;0.029;19.553;9.291;3.613;2.654
32.45;39.45;0.333;0.153;0.052;0.037;0.789;0.353;0.116;0.082;0.201;0.105;0.042;0.03;18.654;9.277;3.76;2.744
32.45;39.55;0.319;0.147;0.051;0.037;0.749;0.338;0.115;0.082;0.198;0.107;0.044;0.032;17.889;9.294;3.844;2.805
32.45;39.65;0.295;0.14;0.051;0.037;0.69;0.322;0.114;0.082;0.194;0.109;0.045;0.033;16.995;9.26;3.919;2.863
32.45;39.75;0.282;0.135;0.051;0.038;0.657;0.31;0.114;0.083;0.196;0.111;0.047;0.034;16.795;9.361;4.008;2.929
32.45;39.85;0.273;0.133;0.053;0.039;0.637;0.305;0.116;0.084;0.203;0.115;0.049;0.035;17.004;9.61;4.127;3.012
32.45;39.95;0.269;0.133;0.054;0.04;0.627;0.307;0.12;0.087;0.211;0.12;0.051;0.037;17.521;10.002;4.283;3.119
32.45;40.05;0.269;0.137;0.057;0.042;0.629;0.316;0.126;0.092;0.222;0.127;0.054;0.039;18.346;10.524;4.491;3.26
32.45;40.15;0.276;0.145;0.061;0.044;0.648;0.334;0.136;0.099;0.237;0.136;0.057;0.04;19.603;11.212;4.794;3.458
32.45;40.25;0.297;0.16;0.067;0.048;0.705;0.371;0.15;0.108;0.26;0.149;0.061;0.042;21.54;12.291;5.249;3.741
32.45;40.35;0.369;0.188;0.076;0.054;0.879;0.437;0.169;0.12;0.306;0.168;0.066;0.045;26.481;14.323;5.704;3.995
32.45;40.45;0.404;0.219;0.089;0.062;0.974;0.513;0.203;0.141;0.342;0.189;0.074;0.05;29.215;16.157;6.411;4.398
32.45;40.55;0.456;0.268;0.111;0.077;1.124;0.635;0.252;0.172;0.405;0.221;0.084;0.056;33.785;19.136;7.656;5.148
32.45;40.65;0.652;0.388;0.155;0.104;1.633;0.929;0.355;0.233;0.541;0.293;0.104;0.065;46.345;26.173;9.924;6.231
32.45;40.75;1.084;0.645;0.237;0.145;2.762;1.59;0.556;0.328;0.82;0.446;0.138;0.078;72.648;42.406;14.295;7.914
32.45;40.85;1.261;0.751;0.315;0.169;3.198;1.828;0.721;0.386;0.968;0.52;0.174;0.087;118.975;69.306;18.535;8.866
32.45;40.95;0.962;0.583;0.226;0.145;2.455;1.424;0.526;0.327;0.746;0.408;0.133;0.079;65.179;38.074;13.508;7.956
32.45;41.05;0.662;0.387;0.155;0.104;1.657;0.928;0.356;0.236;0.536;0.29;0.105;0.066;45.562;25.679;9.84;6.261
32.45;41.15;0.621;0.314;0.117;0.079;1.513;0.747;0.271;0.181;0.464;0.241;0.087;0.057;40.342;21.182;7.88;5.268
32.45;41.25;0.529;0.264;0.098;0.066;1.284;0.624;0.223;0.151;0.389;0.206;0.078;0.052;33.023;17.667;6.756;4.507
32.45;41.35;0.453;0.233;0.086;0.058;1.105;0.553;0.2;0.132;0.335;0.181;0.071;0.047;27.979;15.399;6.054;4.092
32.45;41.45;0.43;0.221;0.08;0.054;1.039;0.52;0.184;0.12;0.304;0.166;0.065;0.044;25.264;14.093;5.649;3.837
32.45;41.55;0.433;0.22;0.077;0.05;1.041;0.517;0.175;0.112;0.285;0.156;0.061;0.041;24.091;13.336;5.39;3.596
32.45;41.65;0.443;0.224;0.075;0.046;1.067;0.526;0.17;0.106;0.273;0.15;0.059;0.039;23.684;12.954;5.161;3.371
32.45;41.75;0.45;0.227;0.072;0.044;1.085;0.532;0.164;0.099;0.266;0.146;0.056;0.038;23.544;12.697;4.897;3.169
32.45;41.85;0.446;0.222;0.067;0.04;1.071;0.518;0.154;0.091;0.261;0.141;0.054;0.035;23.34;12.357;4.601;2.967
32.45;41.95;0.411;0.201;0.06;0.037;0.978;0.465;0.137;0.082;0.256;0.135;0.05;0.032;22.574;11.715;4.243;2.759
32.45;42.05;0.358;0.175;0.053;0.033;0.869;0.41;0.118;0.074;0.261;0.132;0.046;0.03;22.502;11.231;3.916;2.522
32.45;42.15;0.486;0.194;0.047;0.029;1.182;0.449;0.105;0.065;0.33;0.141;0.043;0.028;31.064;12.464;3.62;2.297
32.45;42.25;0.749;0.242;0.042;0.027;1.795;0.558;0.093;0.058;0.473;0.158;0.04;0.025;46.954;14.965;3.318;2.102
32.45;42.35;0.691;0.228;0.038;0.023;1.683;0.525;0.082;0.051;0.423;0.149;0.038;0.023;41.732;14.106;3.066;1.936
32.45;42.45;0.446;0.166;0.033;0.02;1.093;0.382;0.071;0.044;0.294;0.122;0.034;0.021;27.287;10.858;2.788;1.699
32.45;42.55;0.295;0.119;0.028;0.017;0.7;0.272;0.06;0.038;0.223;0.103;0.03;0.018;19.229;8.642;2.42;1.452
32.45;42.65;0.212;0.09;0.023;0.014;0.493;0.202;0.049;0.03;0.184;0.086;0.024;0.014;15.122;7.081;1.974;1.143
32.55;34.25;0.553;0.311;0.126;0.09;1.257;0.69;0.271;0.191;0.336;0.178;0.063;0.043;19.754;9.57;3.514;2.529
32.55;34.35;0.647;0.361;0.144;0.101;1.493;0.808;0.302;0.211;0.4;0.208;0.071;0.047;22.273;10.641;3.852;2.763
32.55;34.45;0.789;0.424;0.157;0.108;1.785;0.935;0.329;0.225;0.484;0.242;0.078;0.051;25.04;11.641;4.118;2.932
32.55;34.55;0.756;0.423;0.163;0.113;1.732;0.941;0.343;0.235;0.457;0.24;0.081;0.053;24.638;12.052;4.318;3.065
32.55;34.65;0.684;0.395;0.16;0.112;1.581;0.879;0.339;0.235;0.416;0.223;0.079;0.053;23.589;11.974;4.413;3.135
32.55;34.75;0.627;0.364;0.153;0.109;1.439;0.814;0.325;0.23;0.38;0.207;0.077;0.053;22.968;11.858;4.437;3.155
32.55;34.85;0.585;0.338;0.147;0.106;1.327;0.755;0.311;0.223;0.351;0.193;0.074;0.051;22.306;11.648;4.422;3.153
32.55;34.95;0.555;0.318;0.138;0.102;1.248;0.702;0.298;0.215;0.33;0.18;0.071;0.049;21.803;11.429;4.373;3.126
32.55;35.05;0.531;0.302;0.13;0.096;1.19;0.66;0.284;0.207;0.314;0.171;0.067;0.047;21.41;11.225;4.298;3.076
32.55;35.15;0.513;0.288;0.123;0.09;1.144;0.624;0.265;0.197;0.303;0.164;0.065;0.046;21.185;11.074;4.212;3.011
32.55;35.25;0.5;0.275;0.116;0.086;1.11;0.596;0.25;0.185;0.298;0.159;0.062;0.044;21.309;11.05;4.141;2.951
32.55;35.35;0.491;0.266;0.111;0.081;1.09;0.576;0.236;0.174;0.297;0.156;0.06;0.043;21.862;11.188;4.057;2.875
32.55;35.45;0.513;0.268;0.107;0.078;1.15;0.581;0.226;0.165;0.309;0.157;0.059;0.041;24.412;11.81;3.975;2.798
32.55;35.55;0.614;0.283;0.102;0.075;1.388;0.608;0.216;0.157;0.356;0.162;0.057;0.04;31.88;12.812;3.872;2.718
32.55;35.65;0.528;0.258;0.096;0.07;1.189;0.558;0.205;0.149;0.307;0.15;0.054;0.038;25.89;11.72;3.736;2.614
32.55;35.75;0.439;0.227;0.089;0.065;0.969;0.486;0.189;0.14;0.266;0.135;0.051;0.036;20.521;10.233;3.548;2.501
32.55;35.85;0.408;0.209;0.083;0.061;0.887;0.446;0.176;0.13;0.246;0.126;0.048;0.034;18.411;9.288;3.372;2.398
